HDR,ICPCONS,1.1,PSNZ,PSNZ,CUST,24/11/2025,,2596,01/10/2025,24/11/2025
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 00:00:01,01/10/2025 00:30:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 00:30:01,01/10/2025 01:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 01:00:01,01/10/2025 01:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 01:30:01,01/10/2025 02:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 02:00:01,01/10/2025 02:30:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 02:30:01,01/10/2025 03:00:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 03:00:01,01/10/2025 03:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 03:30:01,01/10/2025 04:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 04:00:01,01/10/2025 04:30:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 04:30:01,01/10/2025 05:00:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 05:00:01,01/10/2025 05:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 05:30:01,01/10/2025 06:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 06:00:01,01/10/2025 06:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 06:30:01,01/10/2025 07:00:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 07:00:01,01/10/2025 07:30:00,RD,0.28,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 07:30:01,01/10/2025 08:00:00,RD,1.06,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 08:00:01,01/10/2025 08:30:00,RD,0.19,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 08:30:01,01/10/2025 09:00:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 09:00:01,01/10/2025 09:30:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 09:30:01,01/10/2025 10:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 10:00:01,01/10/2025 10:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 10:30:01,01/10/2025 11:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 11:00:01,01/10/2025 11:30:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 11:30:01,01/10/2025 12:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 12:00:01,01/10/2025 12:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 12:30:01,01/10/2025 13:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 13:00:01,01/10/2025 13:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 13:30:01,01/10/2025 14:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 14:00:01,01/10/2025 14:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 14:30:01,01/10/2025 15:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 15:00:01,01/10/2025 15:30:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 15:30:01,01/10/2025 16:00:00,RD,0.14,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 16:00:01,01/10/2025 16:30:00,RD,0.13,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 16:30:01,01/10/2025 17:00:00,RD,0.13,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 17:00:01,01/10/2025 17:30:00,RD,0.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 17:30:01,01/10/2025 18:00:00,RD,1.11,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 18:00:01,01/10/2025 18:30:00,RD,1.13,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 18:30:01,01/10/2025 19:00:00,RD,1.05,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 19:00:01,01/10/2025 19:30:00,RD,1.67,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 19:30:01,01/10/2025 20:00:00,RD,0.77,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 20:00:01,01/10/2025 20:30:00,RD,0.58,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 20:30:01,01/10/2025 21:00:00,RD,0.65,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 21:00:01,01/10/2025 21:30:00,RD,2.12,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 21:30:01,01/10/2025 22:00:00,RD,2.32,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 22:00:01,01/10/2025 22:30:00,RD,1.66,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 22:30:01,01/10/2025 23:00:00,RD,1.63,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 23:00:01,01/10/2025 23:30:00,RD,1.3,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 23:30:01,02/10/2025 00:00:00,RD,1.19,
DET,,1001152970CK861,000,,212589268,X,UN,24,01/10/2025 23:59:54,02/10/2025 23:59:53,RD,51.73,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 00:00:01,02/10/2025 00:30:00,RD,1.16,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 00:30:01,02/10/2025 01:00:00,RD,1.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 01:00:01,02/10/2025 01:30:00,RD,1.16,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 01:30:01,02/10/2025 02:00:00,RD,1.17,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 02:00:01,02/10/2025 02:30:00,RD,1.12,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 02:30:01,02/10/2025 03:00:00,RD,1.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 03:00:01,02/10/2025 03:30:00,RD,1.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 03:30:01,02/10/2025 04:00:00,RD,1.15,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 04:00:01,02/10/2025 04:30:00,RD,1.12,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 04:30:01,02/10/2025 05:00:00,RD,1.13,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 05:00:01,02/10/2025 05:30:00,RD,1.16,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 05:30:01,02/10/2025 06:00:00,RD,1.12,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 06:00:01,02/10/2025 06:30:00,RD,0.53,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 06:30:01,02/10/2025 07:00:00,RD,0.41,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 07:00:01,02/10/2025 07:30:00,RD,0.41,
DET,,1001152970CK861,000,,212589268,X,UN,24,02/10/2025 07:30:01,02/10/2025 08:00:00,RD,0.4,
